總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,公告日期
052,0521200,渣打國際商業銀行大直分行,台北市中山區明水路676號1樓及672巷1， 3， 5號1樓,02-66107500,邱明婷,20230703,,20240327
052,0521211,渣打國際商業銀行金山分行,台北市中正區信義路2段147號、149號、151號1樓及147號、151號2樓,02-66010700,黃信凱,20230703,,20240327
053,,台中商業銀行股份有限公司,台中市西區民權路87號,04-22236021,,20240201,https://www.tcbbank.com.tw,20240327
053,0530019,台中商業銀行中正分行,台中市中區臺灣大道一段333號,04-22245181,黃信雄,20230220,,20240327
053,0530020,台中商業銀行營業部,台中市西區民權路87號,04-22274567,王德川,20231108,,20240327
053,0530042,台中商業銀行南台中分行,台中市南區復興路三段355號一、二樓及地下一樓,04-22244187,游文通,20230321,,20240327
053,0530053,台中商業銀行霧峰分行,台中市霧峰區中正路829號,04-23391165,陳芽梅,20130313,,20240327
053,0530064,台中商業銀行大甲分行,台中市大甲區蔣公路42號,04-26862151,曾志松,20130313,,20240327
053,0530075,台中商業銀行沙鹿分行,台中市沙鹿區大同街15之5號,04-26621101,高欣汝,20210607,,20240327
053,0530086,台中商業銀行豐原分行,台中市豐原區中正路302-1號,04-25244171,易吉星,20130313,,20240327
053,0530097,台中商業銀行東勢分行,台中市東勢區中山路61號,04-25872185,劉東旭,20130313,,20240327
053,0530101,台中商業銀行彰化分行,彰化縣彰化市光復路126號,04-7224641,陳志奇,20220616,,20240327
053,0530112,台中商業銀行溪湖分行,彰化縣溪湖鎮彰水路三段290號,04-8853311,江旻軒,20130313,,20240327
053,0530123,台中商業銀行員林分行,彰化縣員林市中山南路27號一、二、四樓,04-8326141,葉仕元,20230329,,20240327
053,0530134,台中商業銀行田中分行,彰化縣田中鎮中州路一段197號,04-8742206,張瑞娟,20130313,,20240327
053,0530145,台中商業銀行北斗分行,彰化縣北斗鎮斗苑路一段180號,04-8884146,林一龍,20130313,,20240327
053,0530156,台中商業銀行二林分行,彰化縣二林鎮仁愛路496 ， 498號,04-8962125,王世輝,20130313,,20240327
053,0530167,台中商業銀行南投分行,南投縣南投市民生街52號,049-2222146,黃木亨,20130313,,20240327
053,0530189,台中商業銀行草屯分行,南投縣草屯鎮碧山路141號,049-2334146,蔡政修,20130313,,20240327
053,0530190,台中商業銀行竹山分行,南投縣竹山鎮竹山路148號,049-2643181,李燕芬,20130313,,20240327
053,0530204,台中商業銀行埔里分行,南投縣埔里鎮西康路62號,049-2984001,陳金沛,20130313,,20240327
053,0530215,台中商業銀行鹿港分行,彰化縣鹿港鎮中山路266號,04-7780545,黃春敏,20231220,,20240327
053,0530226,台中商業銀行西台中分行,台中市西區公益路365、367、369號,04-23212501,林重榮,20220616,,20240327
053,0530237,台中商業銀行清水分行,台中市清水區中山路104號,04-26226106,蔡慶堂,20130313,,20240327
053,0530248,台中商業銀行東豐原分行,台中市豐原區三民路203號,04-25260175,張世吉,20130313,,20240327
053,0530259,台中商業銀行烏日分行,台中市烏日區三民街107號,04-23373176,張碧華,20130313,,20240327
053,0530260,台中商業銀行馬來西亞納閩分行檳城行銷服務處,10.06，Menara Boustead Penang，39，Jalan Sultan Ahmad Shah 10050 Pulau Pinang，Malaysia,+60-42292648,王火炎,20230428,,20240327
053,0530271,台中商業銀行北台中分行,台中市北區中清路一段822號,04-22920832,林西南,20231220,,20240327
053,0530318,台中商業銀行和美分行,彰化縣和美鎮鹿和路六段393號,04-7562171,倪政賢,20130313,,20240327
053,0530330,台中商業銀行西屯分行,台中市西屯區上石里河南路二段436號,04-27060696,廖英明,20221202,,20240327
053,0530341,台中商業銀行太平分行,台中市太平區中興路115號,04-22700756,王建森,20220107,,20240327
053,0530363,台中商業銀行大雅分行,台中市大雅區中清路三段999號1、2樓,04-25668161,黃嘉洋,20230220,,20240327
053,0530374,台中商業銀行后里分行,台中市后里區民生路95號,04-25571180,紀國津,20130313,,20240327
053,0530385,台中商業銀行潭子分行,台中市潭子區潭興路三段76號,04-25323121,張登宗,20130313,,20240327
053,0530396,台中商業銀行社頭分行,彰化縣社頭鄉員集路二段311號,04-8731466,陳葦悠,20130313,,20240327
053,0530400,台中商業銀行永靖分行,彰化縣永靖鄉西門路71號,04-8232363,陳永崎,20130313,,20240327
053,0530411,台中商業銀行花壇分行,彰化縣花壇鄉中山路一段446號,04-7868775,陳秀玲,20130313,,20240327
053,0530422,台中商業銀行秀水分行,彰化縣秀水鄉彰水路二段597號,04-7693525,林淑玲,20170711,,20240327
053,0530444,台中商業銀行南屯分行,台中市南屯區五權西路二段663號1、2樓,04-23824358,黃瑞豐,20130313,,20240327
053,0530455,台中商業銀行大肚分行,台中市大肚區沙田路二段778號,04-26991166,趙慧真,20130313,,20240327
053,0530466,台中商業銀行神岡分行,台中市神岡區社南里昌平路5段325號,04-25621501,張朝源,20130917,,20240327
053,0530477,台中商業銀行內新分行,台中市大里區中興路二段339號,04-24830345,邱明欲,20130313,,20240327
053,0530488,台中商業銀行伸港分行,彰化縣伸港鄉新港村中山東路111號,04-7983171,陳麗菊,20130313,,20240327
053,0530499,台中商業銀行北太平分行,台中市東區精武東路66、68號,04-22121298,陳欽發,20130313,,20240327
053,0530503,台中商業銀行台中港分行,台中市梧棲區八德路36、38、40號,04-26571191,賴永昌,20151130,,20240327
053,0530514,台中商業銀行北員林分行,彰化縣員林市大同路二段116號,04-8322141,曾煥璋,20221101,,20240327
053,0530525,台中商業銀行南陽分行,台中市豐原區圓環東路338號,04-25244426,劉士明,20220106,,20240327
053,0530536,台中商業銀行左營分行,高雄市左營區曾子路386號,07-3433588,吳耀琦,20220616,,20240327
053,0530570,台中商業銀行埤頭分行,彰化縣埤頭鄉斗苑西路163號,04-8924606,梁志豪,20130313,,20240327
053,0530581,台中商業銀行四民分行,台中市北屯區崇德路3段199號,04-24226165,王建強,20221202,,20240327
053,0530592,台中商業銀行軍功分行,台中市北屯區東山路一段222號,04-24371151,楊瑞程,20130313,,20240327
053,0530628,台中商業銀行信託部,台中市西區民權路87號及台北市中正區忠孝東路1段85號4樓之1及之3,04-22236021,周健民,20240311,,20240327
053,0530639,台中商業銀行北屯分行,台中市北屯區進化北路80號、80之1號、80之2號及80號地下一層,04-22316266,姚志華,20231220,,20240327
053,0530662,台中商業銀行埔心分行,彰化縣埔心鄉東門村中正路一段217號,04-8281437,陳建宏,20130313,,20240327
053,0530673,台中商業銀行國際事業營運部,台中市西區民權路87號3樓,04-22212933,呂政道,20230908,,20240327
053,0530684,台中商業銀行台北分行,台北市中正區忠孝東路一段85號一樓及地下一樓,02-23211819,江良文,20230703,,20240327
053,0530710,台中商業銀行松山分行,台北市信義區基隆路一段176號一樓及二樓,02-27658666,沈育賢,20230703,,20240327
053,0530721,台中商業銀行三重分行,新北市三重區中正北路2號、2號2樓、2之3號及2號2樓之3,02-29877878,黃正寰,20130730,,20240327
053,0530732,台中商業銀行高雄分行,高雄市苓雅區民權一路11號,07-3355275,黃輝子,20220303,,20240327
053,0530754,台中商業銀行龍井分行,台中市龍井區遊園南路77號,04-26326788,黃雅慧,20231220,,20240327
053,0530776,台中商業銀行林口分行,新北市林口區竹林路6，8，10號1，2，3樓,02-26021888,尤湧強,20230711,,20240327
053,0530787,台中商業銀行虎尾分行,雲林縣虎尾鎮林森路2段57-2、57-3號,05-6313788,張信智,20130313,,20240327
053,0530798,台中商業銀行苑裡分行,苗栗縣苑裡鎮信義路79，81號,037-866366,黃祥烈,20130313,,20240327
053,0530802,台中商業銀行國際金融業務分行,台北市中正區忠孝東路一段85號3樓之1,02-23219858,鹿志宏,20230220,,20240327
053,0530813,台中商業銀行斗南分行,雲林縣斗南鎮中山路151-8、9、10、11號,05-5954879,何貴清,20190326,,20240327
053,0530824,台中商業銀行竹南分行,苗栗縣竹南鎮和平街66、68號及民治街52-1、-2號,037-481148,陳汝雅,20130313,,20240327
053,0530846,台中商業銀行內湖分行,台北市內湖區瑞光路306號,02-26579899,張啟任,20221202,,20240327
053,0530857,台中商業銀行鳳山分行,高雄市鳳山區武慶二路172號一，二樓,07-7216719,張牖民,20231220,,20240327
053,0530868,台中商業銀行板橋分行,新北市板橋區民生路一段28-2號,02-29563456,崔慧莉,20221202,,20240327
053,0530880,台中商業銀行新莊分行,新北市新莊區中正路651號,02-29017888,楊正銘,20130313,,20240327
053,0530891,台中商業銀行民雄分行,嘉義縣民雄鄉雙福村建國路二段78號、78號2樓,05-2208833,林宏彥,20230301,,20240327
053,0530905,台中商業銀行桃園分行,桃園市桃園區中山路324號1、2樓,03-3333389,劉宇瑞,20230704,,20240327
053,0530916,台中商業銀行永康分行,台南市永康區中華路760號,06-3026678,楊展岳,20231220,,20240327
053,0530927,台中商業銀行竹北分行,新竹縣竹北市文興路一段310號1、2樓,03-6675188,柯麗琴,20230711,,20240327
053,0530938,台中商業銀行南崁分行,桃園市蘆竹區南崁路二段66號,03-3216611,林鈺鐘,20230711,,20240327
053,0530949,台中商業銀行新竹分行,新竹市北區四維路128號,03-5257288,朱洪慶,20230704,,20240327
053,0530950,台中商業銀行內壢分行,桃園市中壢區忠孝路24、26、28、30號,03-4610566,蔡頴達,20230711,,20240327
053,0530961,台中商業銀行新豐分行,新竹縣新豐鄉建興路一段155之12號、155之13號,03-5590929,徐博文,20230711,,20240327
053,0530972,台中商業銀行大園分行,桃園市大園區大觀路47號一、二樓,03-3857001,李清忠,20230704,,20240327
053,0530983,台中商業銀行中壢分行,桃園市中壢區環北路389號、389號2樓及389號3樓,03-4520156,黃彥榮,20160512,,20240327
053,0531005,台中商業銀行楊梅分行,桃園市楊梅區新農街337之1號、337之2號、337之2號2樓、楊新北路393號2樓,03-4855288,溫華星,20230704,,20240327
053,0531016,台中商業銀行土城分行,新北市土城區明德路二段56號、56之1號,02-82603158,張國榮,20230213,,20240327
053,0531038,台中商業銀行復興分行,台北市松山區復興北路59號,02-27735556,熊彥傑,20230711,,20240327
053,0531050,台中商業銀行中山分行,台北市中山區長春路28號,02-25417700,馮建民,20230220,,20240327
053,0531061,台中商業銀行大同分行,台北市大同區重慶北路三段196、198號,02-25958968,黃淑蘭,20230220,,20240327
053,0531072,台中商業銀行台南分行,台南市東區崇學路138號,06-2606799,李宗憲,20230220,,20240327
053,0531083,台中商業銀行新港分行,嘉義縣新港鄉中正路1號之1一樓、二樓,05-3740833,吳佳澤,20230220,,20240327
053,0531094,台中商業銀行新店分行,新北市新店區建國路219之1號、219之1號2樓及2樓之1。,02-22185166,吳貞慧,20180306,,20240327
053,0531108,台中商業銀行燕巢分行,高雄市燕巢區南燕里中民路759號,07-6163771,張瑞昌,20230213,,20240327
053,0531119,台中商業銀行麥寮分行,雲林縣麥寮鄉表福路177號,05-6932158,徐英倉,20221222,,20240327
053,0531120,台中商業銀行頭份分行,苗栗縣頭份市中央路130號,037-686898,莊文良,20230908,,20240327
053,0531131,台中商業銀行汐止分行,新北市汐止區新台五路一段75號之1,02-26981268,賴坤銀,20231107,,20240327
053,0531142,台中商業銀行安平分行,臺南市安平區永華路二段379號,06-2932589,王榮宗,20231127,,20240327
053,0539894,台中商業銀行越南胡志明市代表人辦事處,604，6F，Royal Tower，Royal Centre Building，235 Nguyen Van Cu，Nguyen Cu Trinh Ward，District 1，Ho Chi Minh City，Vietnam,+84-28-35358528,秦成俊,20230609,,20240327
053,0539975,台中商業銀行馬來西亞納閩分行亞庇行銷服務處,L06-05， Level 6， Plaza Shell， 29， Jalan Tunku Abdul Rahman， 88000 Kota Kinabalu， Sabah， Malaysia,+60-88212648,王火炎,20230428,,20240327
053,0539986,台中商業銀行馬來西亞納閩分行吉隆坡行銷服務處,1-25-5， Menara Bangkok Bank， Laman Sentral Berjaya No. 105， Jalan Ampang， 50450 Kuala Lumpur， Malaysia.,+60-321812648,王火炎,20230428,,20240327
053,0539997,台中商業銀行馬來西亞納閩分行,Unit Office 10E(1)， Main Office Tower， Financial Park Complex Labuan， Jalan Merdeka， 87000 W.P. Labuan， Malaysia.,+60-87419988,王火炎,20230428,,20240327
054,,京城商業銀行股份有限公司,台南市中西區西門路一段506號,06-2139171,,20231031,https://customer.ktb.com.tw/new/,20240327
054,0540010,京城商業銀行總行營業部,台南市中區西門路一段506號1樓,06-2141271,吳明仁,20230911,,20240327
054,0540032,京城商業銀行台南分行,台南市中西區忠義路二段69號1、2樓,06-2283155,郭秋勤,20140623,,20240327
054,0540043,京城商業銀行嘉義分行,嘉義市西區林森西路175號,05-2242135,蔡英楓,20230630,,20240327
054,0540054,京城商業銀行新營分行,台南市新營區中山路148號1樓,06-6324161,許敏娥,20221005,,20240327
054,0540065,京城商業銀行鹽水分行,台南市鹽水區中正路15號,06-6521677,黃瓊瑩,20120110,,20240327
054,0540076,京城商業銀行虎尾分行,雲林縣虎尾鎮公安路133號1樓,05-6323301,廖文合,20120106,,20240327
054,0540087,京城商業銀行斗六分行,雲林縣斗六市民生路128號1~2樓,05-5321561,陳淑雀,20120110,,20240327
054,0540098,京城商業銀行民雄分行,嘉義縣民雄鄉東榮村民生路6號,05-2262372,陳玉梅,20120110,,20240327
054,0540102,京城商業銀行北港分行,雲林縣北港鎮民主路61號,05-7836181,涂麗雰,20200728,,20240327
054,0540113,京城商業銀行麻豆分行,台南市麻豆區中山路83號1~3樓,06-5721117,郭國松,20120106,,20240327
054,0540124,京城商業銀行朴子分行,嘉義縣朴子市山通路43號,05-3795181,黃瑩淑,20120110,,20240327
054,0540135,京城商業銀行佳里分行,台南市佳里區文化路203號1、2樓,06-7223152,徐麗雪,20140623,,20240327
054,0540146,京城商業銀行梅山分行,嘉義縣梅山鄉梅北村中山路126號,05-2622131,郭淑娟,20140623,,20240327
054,0540157,京城商業銀行斗南分行,雲林縣斗南鎮延平路二段258號,05-5973181,廖麗玉,20221228,,20240327
054,0540180,京城商業銀行東台南分行,台南市東區林森路二段98號1、2樓,06-2385506,王美文,20140623,,20240327
054,0540227,京城商業銀行西螺分行,雲林縣西螺鎮福興路166號,05-5869541,陳富琴,20120110,,20240327
054,0540249,京城商業銀行善化分行,台南市善化區中山路452號,06-5815658,康展誌,20120110,,20240327
054,0540250,京城商業銀行學甲分行,台南市學甲區濟生路111號,06-7831417,林昱甄,20120110,,20240327
054,0540272,京城商業銀行開元分行,台南市北區開元路280號,06-2347302,曾建勲,20120110,,20240327
054,0540283,京城商業銀行永康分行,台南市永康區永大路二段27號,06-2729621,蔡佳蓉,20190730,,20240327
054,0540294,京城商業銀行新市分行,台南市新市區中興街139號,06-5995631,劉義生,20220425,,20240327
054,0540308,京城商業銀行仁德分行,台南市仁德區中山路365號1、2樓,06-2708056,蔡瓊瑲,20150514,,20240327
054,0540319,京城商業銀行六甲分行,台南市六甲區中正路491號,06-6987813,吳春蜜,20120110,,20240327
054,0540320,京城商業銀行安南分行,台南市安南區海佃路一段366、368號,06-2598153,田家豪,20120110,,20240327
054,0540331,京城商業銀行中埔分行,嘉義縣中埔鄉和睦村中山路五段867號,05-2390011,林秀緞,20140623,,20240327
054,0540342,京城商業銀行崙背分行,雲林縣崙背鄉南陽村中山路375號,05-6966821,林美伶,20140623,,20240327
054,0540353,京城商業銀行西港分行,台南市西港區中山路344號,06-7951949,柯慧伶,20150601,,20240327
054,0540364,京城商業銀行新化分行,台南市新化區中山路586號,06-5987103,靳淑惠,20181011,,20240327
054,0540375,京城商業銀行竹崎分行,嘉義縣竹崎鄉竹崎村中山路221之1號,05-2611941,朱曼君,20140623,,20240327
054,0540386,京城商業銀行信託部,台南市中西區西門路一段506號8樓,06-2139922,余惠珍,20220518,,20240327
054,0540397,京城商業銀行安和分行,台南市安南區安和路2段241號1、2樓,06-3559311,蔡元平,20140623,,20240327
054,0540401,京城商業銀行新興分行,台南市南區新興路357、359號,06-2658511,郭夙津,20140623,,20240327
054,0540412,京城商業銀行中華分行,台南市東區仁和路106號1樓、106之1號1、2樓,06-2603171,王朝陽,20230703,,20240327
054,0540434,京城商業銀行白河分行,臺南市白河區國光路7號,06-6852085,毛贊欽,20140623,,20240327
054,0540445,京城商業銀行興業分行,嘉義市西區新民路784號,05-2852171,蔡秉勲,20230630,,20240327
054,0540467,京城商業銀行水上分行,嘉義縣水上鄉中興路317號,05-2689681,吳靜玫,20120110,,20240327
054,0540489,京城商業銀行府城分行,台南市北區西門路四段15號1~2樓,06-2833046,周超賢,20120110,,20240327
054,0540504,京城商業銀行歸仁分行,台南市歸仁區中山路二段29號,06-2396185,鄭琇月,20210517,,20240327
054,0540515,京城商業銀行鹽行分行,台南市永康區中正北路54號,06-2541839,林高暉,20120110,,20240327
054,0540537,京城商業銀行台北分行,台北市大安區仁愛路四段75號2樓,02-27710922,陳昱嘉,20221005,,20240327
054,0540548,京城商業銀行大林分行,嘉義縣大林鎮祥和路291號,05-2651541,蔡麗文,20121217,,20240327
054,0540607,京城商業銀行關廟分行,台南市關廟區文衡路17號1樓,06-5961550,林芊蓉,20120110,,20240327
054,0540641,京城商業銀行太保分行,嘉義縣太保市北港路二段166之17號,05-2381518,羅惠如,20140623,,20240327
054,0540652,京城商業銀行蘆洲分行,新北市蘆洲區集賢路232號,02-22884988,高國峰,20120110,,20240327
054,0540663,京城商業銀行玉井分行,台南市玉井區中山路130號1、2樓,06-5747673,吳美慧,20120110,,20240327
054,0540674,京城商業銀行國外部,台南市中西區西門路一段506號9樓,06-215-5238,戴頌琪,20230911,,20240327
054,0540685,京城商業銀行國際金融業務分行,台南市中西區西門路一段506號9樓,06-215-5238,戴頌琪,20160819,,20240327
054,0540696,京城商業銀行高雄分行,高雄市三民區裕誠路110號,07-3457171,黃志富,20120106,,20240327
054,0540700,京城商業銀行台中分行,台中市北區忠明路200號1樓,04-23293511,江銘洲,20230630,,20240327
054,0540711,京城商業銀行內湖分行,台北市內湖區瑞光路394號1樓,02-2799-4599,何秉昭,20200302,,20240327
054,0540744,京城商業銀行桃園分行,桃園市桃園區中華路106、108號,03-3472469,羅盛遠,20230703,,20240327
054,0540755,京城商業銀行雙和分行,新北市中和區中正路878號1樓,02-82217871,劉宏祺,20120106,,20240327
054,0540766,京城商業銀行岡山分行,高雄市岡山區中山北路176號,07-6241766,邵大益,20120106,,20240327
054,0540777,京城商業銀行中正分行,高雄市新興區七賢一路176號1、2樓,07-2352929,王盈翔,20140623,,20240327
054,0540788,京城商業銀行忠孝分行,台北市信義區忠孝東路5段743巷29號1、2樓,02-8785-2525,馮志豪,20150327,,20240327
054,0540799,京城商業銀行北高雄分行,高雄市左營區博愛二路150號1、2樓,(07)550-7708,賴貞伶,20220901,,20240327
054,0540814,京城商業銀行板橋分行,新北市板橋區中山路一段3號1樓、地下1樓,02-8951-5758,楊光廸,20120106,,20240327
054,0540825,京城商業銀行文心分行,台中市南屯區文心路一段320號1、2樓,(04)2328-8007,黃勝堂,20230703,,20240327
054,0540836,京城商業銀行松山分行,台北市松山區敦化北路167號8樓,02-8712-6369,陳思豪,20120106,,20240327
054,0540847,京城商業銀行新莊分行,新北市新莊區頭前路146號1樓,02-29941213,周世勛,20170912,,20240327
054,0540858,京城商業銀行新竹分行,新竹市北區中正路180號、180號2樓之1、180號2樓之2,03-5280526,陳彥肇,20141204,,20240327
054,0540869,京城商業銀行中壢分行,桃園市中壢區普義路175號1樓,03-4628989,陳清安,20230630,,20240327
054,0540870,京城商業銀行新店分行,新北市新店區中正路190號9樓,02-89119298,劉國順,20140623,,20240327
054,0540881,京城商業銀行南崁分行,桃園市蘆竹區新南路一段117號、119號、117號2樓之6,03-3521616,莫文鵬,20230630,,20240327
054,0540892,京城商業銀行大里分行,台中市大里區大明路408號1、2樓,04-24068829,李忠政,20141215,,20240327
054,0540906,京城商業銀行楠梓分行,高雄市楠梓區益群路67號1樓,07-3626969,張晋銓,20150128,,20240327
054,0540917,京城商業銀行彰化分行,彰化縣彰化市華山路134.136號地下1樓至5樓,04-728-8998,姚明清,20150520,,20240327
054,0540928,京城商業銀行東新竹分行,新竹市東區關新路227、229及231號,03-5639998,陳炳華,20160325,,20240327
054,0540939,京城商業銀行裕農分行,台南市東區裕農路619之2號1、2樓,06-2350588,徐敬忠,20230703,,20240327
081,,滙豐(台灣)商業銀行股份有限公司,臺北市信義區信義路五段7號54樓,02-66339000,,20230821,https://www.hsbc.com.tw/,20240327
081,0810016,滙豐(台灣)商業銀行台北分行,台北市信義區松仁路93號1樓、89號2樓之1及18樓之1,02-66335858,楊承翰,20220929,,20240327
081,0810027,滙豐(台灣)商業銀行高雄分行,高雄市鼓山區民誠三路693號1樓,07-9638158,葉麗紋,20230703,,20240327
081,0810038,滙豐(台灣)商業銀行國際金融業務分行,台北市信義區信義路五段7號54樓,02-66339000,黃郁惠,20220421,,20240327
081,0810049,滙豐(台灣)商業銀行台中分行,台中市西屯區府會園道179號1樓、2樓、11樓之1及11樓之2,04-36036388,楊婉楨,20231225,,20240327
081,0810050,滙豐(台灣)商業銀行台南分行,台南市東區崇明路269號1，2，3樓,06-6028688,林憲璋,20220520,,20240327
081,0810061,滙豐(台灣)商業銀行板橋分行,新北市板橋區文化路2段293號1樓,02-66335899,連德行,20230703,,20240327
081,0810083,滙豐(台灣)商業銀行建國分行,台北市中山區南京東路2段167號1樓,02-66336655,,20201106,,20240327
081,0810094,滙豐(台灣)商業銀行天母分行,台北市士林區天母西路20號1樓，2樓,02-66336090,劉明,20201106,,20240327
081,0810120,滙豐(台灣)商業銀行光復分行,台北市松山區南京東路4段186號1樓,02-66336600,胡盛蓒,20151113,,20240327
081,0810164,滙豐(台灣)商業銀行新板分行,新北市板橋區中山路一段160之5號1樓，2樓及160之6號2樓,02-66336000,林祐成,20200325,,20240327
081,0810186,滙豐(台灣)商業銀行古亭分行,台北市大安區和平東路一段115號1樓,02-66335866,呂承軒,20220929,,20240327
081,0810197,滙豐(台灣)商業銀行苓雅分行,高雄市苓雅區四維三路7號1樓,07-9638088,邱靖芬,20210514,,20240327
081,0810201,滙豐(台灣)商業銀行南港分行,台北市南港區忠孝東路7段369號1樓,02-66336222,王韋喬,20221215,,20240327
081,0810212,滙豐(台灣)商業銀行林口分行,新北市林口區文化三路一段101號,02-66336262,林志明,20210723,,20240327
081,0810223,滙豐(台灣)商業銀行新竹分行,新竹市北區北大路117號1，2樓,03-6108288,張本業,20220929,,20240327
081,0810234,滙豐(台灣)商業銀行松江分行,台北市中山區松江路266號1樓,02-66336066,楊健偉,20221004,,20240327
081,0810304,滙豐(台灣)商業銀行安和分行,台北市大安區安和路2段205號1，2樓,02-66336299,黃少軒,20220929,,20240327
081,0810315,滙豐(台灣)商業銀行中壢分行,桃園市中壢區元化路276號1-2樓,03-2636111,陳昇沛,20230704,,20240327
081,0810326,滙豐(台灣)商業銀行仁愛分行,台北市中正區仁愛路2段2號1樓,02-66336088,吳培瑄,20151113,,20240327
081,0810360,滙豐(台灣)商業銀行內湖分行,台北市內湖區瑞光路612號一樓,02-66336699,陳渝茜,20180118,,20240327
081,0810382,滙豐(台灣)商業銀行復興分行,台北市中山區復興南路1段2號1樓,02-66335588,謝秉錡,20151113,,20240327
081,0810511,滙豐(台灣)商業銀行國美分行,台中市西區五權西路1段162，166號1樓，2樓,04-36036399,袁福鈞,20151113,,20240327
081,0810522,滙豐(台灣)商業銀行敦南分行,台北市大安區敦化南路一段271號1樓,02-66335888,顏亦伶,20210723,,20240327
081,0810533,滙豐(台灣)商業銀行桃園分行,桃園市桃園區大興西路1段250號1樓，2樓，3樓,03-2636155,郭伩婕,20230704,,20240327
081,0810566,滙豐(台灣)商業銀行大直分行,台北市中山區明水路666號，668號及670號1樓,02-66335988,吳孟育,20151113,,20240327
081,0810577,滙豐(台灣)商業銀行士林分行,臺北市士林區中山北路五段557號1樓,02-66335966,謝東霖,20171206,,20240327
081,0810599,滙豐(台灣)商業銀行崇德分行,臺中市北屯區崇德路二段172、176號,04-36036377,邱素卿,20151113,,20240327
081,0819994,信託業務專責部門,台北市南港區忠孝東路7段369號10樓、11樓,02-66166000,李勝凱,20240103,,20240327
101,,瑞興商業銀行股份有限公司,台北市大同區延平北路二段133號、135巷2號,02-25575151,,20230630,http://www.taipeistarbank.com.tw,20240327
101,1010011,瑞興商業銀行營業部,台北市大同區延平北路二段133號.135巷2號,02-25539101,魏永賓,20230908,,20240327
101,1010020,瑞興商業銀行民生分行,台北市中山區民生東路二段57、59、61號,02-25629873,廖思斌,20230630,,20240327
101,1010039,瑞興商業銀行建成分行,台北市大同區南京西路145號,02-25558787,黃健富,20230630,,20240327
101,1010048,瑞興商業銀行大橋分行,台北市大同區延平北路三段19號.19之1號.19之2號.19之3號,02-25917114,施孟志,20230630,,20240327
101,1010057,瑞興商業銀行南京東路分行,台北市中山區南京東路二段196號1樓、2樓,02-25068494,吳吉昌,20230630,,20240327
101,1010066,瑞興商業銀行昆明分行,台北市萬華區長沙街二段47、49號,02-23145270,陳啟昇,20230630,,20240327
101,1010075,瑞興商業銀行長安分行,台北市中山區長安東路二段110號1樓,02-25069277,洪國蒼,20230630,,20240327
101,1010084,瑞興商業銀行永吉分行,台北市信義區永吉路189之 5號(含2樓)、189之6號(含2樓)、189之7號(含2~4樓),02-27635781,劉國光,20230630,,20240327
101,1010093,瑞興商業銀行和平東路分行,台北市大安區和平東路三段121號地下樓及1、2樓,02-27383636,翁國員,20230630,,20240327
101,1010109,瑞興商業銀行石牌分行,台北市北投區自強街122號1.2樓,02-28233377,鄭昇諭,20230630,,20240327
101,1010118,瑞興商業銀行內湖分行,台北市內湖區內湖路一段575號1，2樓,02-26573181,劉敬祥,20230630,,20240327
101,1010127,瑞興商業銀行成功簡易型分行,台北市內湖區成功路四段197號1，2樓及203號地下樓,02-27934266,郭俊麟,20230630,,20240327
101,1010136,瑞興商業銀行古亭分行,台北市中正區和平西路二段54號1樓、54之1號1樓、54號地下1樓,02-23323477,林麗珠,20230630,,20240327
101,1010145,瑞興商業銀行景美分行,台北市文山區興隆路一段146號及地下1樓,02-29355296,李明豐,20230630,,20240327
101,1010154,瑞興商業銀行南港分行,台北市南港區忠孝東路五段966號,02-26516686,劉貞蘭,20230630,,20240327
101,1010163,瑞興商業銀行信義簡易型分行,台北市信義區信義路六段31號、33巷1號,02-23465111,薛富鴻,20230630,,20240327
101,1010172,瑞興商業銀行萬華分行,台北市萬華區西園路二段221號及地下1樓,02-23377556,林裕貴,20230630,,20240327
101,1010181,瑞興商業銀行士林分行,台北市士林區劍潭路11號1，2樓及地下1樓,02-28829299,羅得利,20230630,,20240327
101,1010190,瑞興商業銀行松山簡易型分行,台北市松山區八德路四段465號1樓及地下1樓,02-27631188,李致緯,20230630,,20240327
101,1010206,瑞興商業銀行城內分行,台北市中正區重慶南路1段64號及地下1樓、66之1號1，2樓,02-77293311,黃芬芬,20230630,,20240327
101,1010215,瑞興商業銀行桃園分行,桃園市桃園區中正路1082號1至3樓,03-3163100,梁瑛敏,20230630,,20240327
101,1010224,瑞興商業銀行中和分行,新北市中和區中正路700號1樓,02-77317000,關銘陞,20230630,,20240327
101,1010242,瑞興商業銀行信託部,台北市中正區重慶南路1段64號2樓,02-77293900,楊明學,20230630,,20240327
101,1010251,瑞興商業銀行國外部,台北市中山區南京東路二段196號2樓,02-25069415,吳元芳,20230908,,20240327
101,1010260,瑞興商業銀行國際金融業務分行,台北市中山區南京東路二段196號2樓,02-25069415,吳元芳,20230630,,20240327
102,,華泰商業銀行股份有限公司,臺北市中山區長安東路二段246號1、2樓、6樓、6樓之1、6樓之2,02-27525252,,20231025,https://www.hwataibank.com.tw/,20240327
102,1020010,華泰商業銀行營業部,臺北市中山區長安東路二段246號,02-27515500,楊岳龍,20231025,,20240327
102,1020029,華泰商業銀行迪化街分行,臺北市大同區迪化街一段99號1樓、2樓、3樓、4樓、5樓,02-25563101,林加國,20230630,,20240327
